#ImageName	Window	Conf	MajorAx	Perim	Area
1308825.TIF	5	0.89	38.32	152.33	635
1308825.TIF	6	0.16	40.75	257.05	571
1308825.TIF	7	0.08	47.50	286.38	638
1308825.TIF	8	0.02	35.69	208.49	355
1308825.TIF	9	0.28	97.09	385.55	1280
1308825.TIF	10	0.02	50.43	261.44	397
1308825.TIF	11	0.26	72.65	329.59	1003
1308825.TIF	12	0.03	46.61	323.87	936
1308825.TIF	13	0.08	37.19	233.63	381
1308825.TIF	14	0.04	45.41	194.91	411
1308825.TIF	15	0.01	32.99	155.29	301
1308825.TIF	16	0.18	56.31	241.07	938
1308825.TIF	17	0.07	36.47	169.63	600
1308825.TIF	18	0.02	36.27	166.48	439
1308825.TIF	19	0.02	38.92	176.18	313
1308825.TIF	20	0.03	44.60	262.76	514
1308825.TIF	21	0.01	31.17	188.45	428
1308825.TIF	22	0.03	36.30	202.17	316
1308825.TIF	23	0.12	89.58	270.47	890
1308825.TIF	24	0.20	57.41	249.07	590
1308825.TIF	25	0.03	82.60	643.72	1243
1308825.TIF	26	0.07	68.09	229.11	451
1308825.TIF	27	0.04	42.11	311.16	382
1308825.TIF	28	0.13	33.23	116.02	321
1308825.TIF	29	0.13	39.69	191.41	496
1308825.TIF	30	0.20	34.70	136.23	341
1308826.TIF	1	0.06	30.23	114.38	415
1308826.TIF	2	0.05	52.79	208.85	974
1308826.TIF	3	0.03	43.79	228.17	319
1308826.TIF	4	0.01	55.18	321.15	600
1308826.TIF	5	0.06	35.46	173.91	774
1308826.TIF	6	0.02	27.49	146.48	345
1308826.TIF	7	0.35	41.56	204.68	420
1308826.TIF	8	0.11	32.43	100.35	350
1308826.TIF	9	0.04	56.41	383.71	1113
1308826.TIF	10	0.00	61.47	460.72	1220
1308826.TIF	11	0.11	27.83	110.95	304
1308826.TIF	12	0.04	49.20	241.31	389
1308826.TIF	13	0.04	38.16	254.29	414
1308826.TIF	14	0.01	96.13	383.06	549
1308826.TIF	15	0.03	46.76	205.11	475
1308826.TIF	16	0.03	33.03	178.69	346
1308826.TIF	17	0.02	27.99	130.81	307
1308826.TIF	18	0.01	38.71	217.19	474
1308826.TIF	19	0.12	92.31	352.64	1016
1308826.TIF	20	0.07	83.74	305.10	532
1308826.TIF	21	0.02	43.89	179.94	340
1308826.TIF	22	0.07	67.82	388.56	956
1308826.TIF	23	0.08	51.37	178.28	301
1308827.TIF	1	0.09	43.18	171.82	482
1308827.TIF	2	0.06	67.72	291.02	550
1308827.TIF	3	0.06	43.29	263.85	758
1308827.TIF	4	0.06	46.81	342.39	656
1308827.TIF	5	0.02	44.52	314.32	584
1308827.TIF	6	0.69	36.65	161.46	640
1308827.TIF	7	0.01	40.37	214.09	652
1308827.TIF	8	0.04	28.19	162.06	302
1308827.TIF	9	0.26	64.57	288.22	546
1308827.TIF	10	0.02	54.40	210.70	454
1308827.TIF	11	0.04	37.04	168.92	382
1308827.TIF	12	0.01	40.48	188.18	367
1308827.TIF	13	0.02	26.36	127.12	316
1308827.TIF	14	0.03	45.54	203.25	762
1308827.TIF	15	0.01	53.45	274.85	469
1308827.TIF	16	0.26	100.71	465.54	1741
1308827.TIF	17	0.03	57.13	249.03	574
1308827.TIF	18	0.13	37.20	136.91	412
1308827.TIF	19	0.10	35.11	152.83	545
1308827.TIF	20	0.08	30.39	163.15	341
1308827.TIF	21	0.05	36.19	203.19	330
1308827.TIF	22	0.10	32.92	230.49	385
1308827.TIF	23	0.01	38.53	248.96	371
1308827.TIF	24	0.07	58.77	184.45	502
1308827.TIF	25	0.20	72.41	365.60	781
1308827.TIF	26	0.02	43.03	300.84	402
1308827.TIF	27	0.02	71.90	472.24	1399
1308827.TIF	28	0.01	58.53	368.74	740
1308827.TIF	29	0.17	32.73	138.60	383
1308827.TIF	30	0.15	37.48	184.71	335
1308828.TIF	1	0.01	50.36	317.12	977
1308828.TIF	2	0.05	32.13	130.08	381
1308828.TIF	3	0.06	50.49	202.89	1174
1308828.TIF	4	0.06	53.90	228.80	494
1308828.TIF	5	0.03	29.80	172.52	318
1308828.TIF	6	0.18	53.75	225.26	345
1308828.TIF	7	0.02	39.37	253.94	467
1308828.TIF	8	0.09	49.15	166.34	369
1308828.TIF	9	0.01	43.23	258.95	335
1308828.TIF	10	0.04	58.88	391.81	1007
1308828.TIF	11	0.09	65.46	350.99	575
1308828.TIF	12	0.07	42.42	212.34	565
1308828.TIF	13	0.05	34.24	148.97	352
1308828.TIF	14	0.04	50.75	336.67	500
1308828.TIF	15	0.05	38.15	175.05	536
1308828.TIF	16	0.75	34.42	149.79	381
1308828.TIF	17	0.03	42.93	177.39	424
1308828.TIF	18	0.11	30.97	218.82	307
1308828.TIF	19	0.02	33.20	156.41	586
1308828.TIF	20	0.08	41.46	165.84	332
1308828.TIF	21	0.54	173.54	610.11	2660
1308828.TIF	22	0.01	56.96	402.00	585
1308828.TIF	23	0.02	49.99	259.92	473
1308828.TIF	24	0.16	33.08	99.71	434
1308828.TIF	25	0.03	44.37	209.73	312
1308828.TIF	26	0.23	75.39	284.96	1277
1308828.TIF	27	0.02	31.45	212.91	379
1308828.TIF	28	0.12	37.81	179.32	445
1308828.TIF	29	0.04	52.90	308.49	1527
1308828.TIF	30	0.37	34.98	117.62	329
1308828.TIF	31	0.99	55.17	248.57	760
1308828.TIF	32	0.16	40.78	245.23	446
1308828.TIF	33	0.01	52.88	177.41	402
1308828.TIF	34	0.24	33.63	123.97	458
1308828.TIF	35	0.01	48.12	278.30	363
1308828.TIF	36	0.03	43.82	180.96	634
1308828.TIF	37	0.14	51.52	327.92	944
1308828.TIF	38	0.08	55.08	312.66	511
1308828.TIF	39	0.25	50.36	235.75	335
1308829.TIF	1	0.02	57.85	352.23	544
1308829.TIF	2	0.10	41.29	218.27	492
1308829.TIF	3	0.05	42.38	220.99	843
1308829.TIF	4	0.58	51.95	230.48	683
1308829.TIF	5	0.01	54.95	232.63	643
1308829.TIF	6	0.07	32.85	126.31	415
1308829.TIF	7	0.04	98.09	481.82	1977
1308829.TIF	8	0.00	57.40	265.44	1076
1308829.TIF	9	0.03	40.79	229.13	526
1308829.TIF	10	0.02	36.69	229.50	370
1308829.TIF	11	0.03	40.24	200.58	429
1308829.TIF	12	0.02	33.22	103.53	662
1308829.TIF	13	0.01	63.90	408.18	732
1308829.TIF	14	0.01	51.45	245.60	339
1308829.TIF	15	0.93	49.23	310.90	866
1308829.TIF	16	0.01	37.29	196.48	386
1308829.TIF	17	0.01	46.44	244.74	454
1308829.TIF	18	0.02	40.36	164.23	334
1308829.TIF	19	0.02	48.20	302.25	515
1308829.TIF	20	0.07	45.90	314.25	890
1308829.TIF	21	0.66	85.07	334.98	1075
1308829.TIF	22	0.09	45.26	186.84	641
1308829.TIF	23	0.04	53.96	318.21	699
1308829.TIF	24	0.10	33.32	204.72	592
1308829.TIF	25	0.43	80.04	378.42	1174
1308829.TIF	26	0.03	31.11	173.25	538
1308829.TIF	27	0.06	36.70	266.08	525
1308829.TIF	28	0.29	57.84	459.54	1148
1308829.TIF	29	0.00	27.19	119.47	364
1308829.TIF	30	0.01	43.95	164.07	556
1308829.TIF	31	0.53	37.31	178.87	340
1308829.TIF	32	0.03	68.72	349.44	1132
1308829.TIF	33	0.01	31.27	252.19	321
1308829.TIF	34	0.05	28.89	156.13	310
1308829.TIF	35	0.07	57.84	226.27	509
1308829.TIF	36	0.05	64.75	435.02	619
1308829.TIF	37	0.05	36.61	192.99	743
1308829.TIF	38	0.20	36.79	190.86	363
1308829.TIF	39	0.13	66.05	306.98	524
1308830.TIF	1	0.07	32.41	126.54	383
1308830.TIF	2	0.08	55.66	277.86	567
1308830.TIF	3	0.01	46.37	241.58	541
1308830.TIF	4	0.00	57.74	415.23	874
1308830.TIF	5	0.04	65.59	584.31	1280
1308830.TIF	6	0.04	41.80	171.85	373
1308830.TIF	7	0.02	30.64	156.27	324
1308830.TIF	8	0.07	53.00	289.25	825
1308830.TIF	9	0.01	43.35	203.52	423
1308830.TIF	10	0.04	60.77	270.64	765
1308830.TIF	11	0.02	56.98	287.34	576
1308830.TIF	12	0.05	84.54	799.55	3023
1308830.TIF	13	0.02	40.66	309.57	653
1308830.TIF	14	0.02	107.46	626.64	1922
1308830.TIF	15	0.08	121.42	690.73	1921
1308830.TIF	16	0.02	95.53	537.39	1735
1308830.TIF	17	0.04	46.31	222.82	665
1308830.TIF	18	0.01	57.32	356.92	803
1308830.TIF	19	0.04	38.84	146.19	323
1308830.TIF	20	0.04	40.10	186.29	697
1308830.TIF	21	0.04	48.45	234.69	461
1308830.TIF	22	0.01	40.28	209.71	339
1308830.TIF	23	0.01	71.03	388.35	540
1308830.TIF	24	0.10	65.34	260.66	341
1308830.TIF	25	0.20	38.51	200.78	611
1308830.TIF	26	0.11	36.56	208.49	322
1308830.TIF	27	0.02	57.67	231.57	467
1308830.TIF	28	0.08	44.46	328.45	541
1308831.TIF	1	0.05	78.85	280.91	1041
1308831.TIF	2	0.13	60.53	276.12	545
1308831.TIF	3	0.07	59.38	334.82	552
1308831.TIF	4	0.07	28.94	123.32	425
1308831.TIF	5	0.48	60.20	232.70	628
1308831.TIF	6	0.19	45.82	165.83	411
1308831.TIF	7	0.01	41.36	249.43	588
1308831.TIF	8	0.04	52.73	315.43	897
1308831.TIF	9	0.48	33.57	188.95	438
1308831.TIF	10	0.01	52.42	186.26	729
1308831.TIF	11	0.71	50.97	258.72	850
1308831.TIF	12	0.91	38.75	197.35	469
1308831.TIF	13	0.02	42.15	142.36	334
1308831.TIF	14	0.04	47.23	265.42	378
1308831.TIF	15	0.12	32.67	158.47	505
1308831.TIF	16	0.33	60.15	175.03	362
1308831.TIF	17	0.08	36.01	162.87	424
1308831.TIF	18	0.03	46.81	276.23	469
1308831.TIF	19	0.01	40.78	189.46	398
1308831.TIF	20	0.02	35.57	229.58	415
1308831.TIF	21	0.08	41.54	193.55	345
1308831.TIF	22	0.05	33.65	145.26	553
1308831.TIF	23	0.03	30.34	121.53	314
1308831.TIF	24	0.02	27.51	145.37	316
1308831.TIF	25	0.05	40.70	230.39	662
1308831.TIF	26	0.01	65.08	243.72	421
1308831.TIF	27	0.05	55.70	211.28	361
1308831.TIF	28	0.01	71.16	280.90	626
1308831.TIF	29	0.22	63.33	191.93	311
1308831.TIF	30	0.03	47.60	340.04	870
1308831.TIF	31	0.02	28.92	180.78	423
1308831.TIF	32	0.34	73.83	427.76	802
1308831.TIF	33	0.01	58.17	277.25	1471
1308831.TIF	34	0.04	28.33	120.75	456
1308831.TIF	35	0.01	38.27	191.85	381
1308831.TIF	36	0.09	36.72	192.07	333
1308831.TIF	37	0.34	37.72	172.69	558
1308831.TIF	38	0.11	89.45	442.41	1374
1308831.TIF	39	0.01	47.63	333.40	699
1308831.TIF	40	0.04	70.79	427.87	928
1308832.TIF	1	0.03	40.30	238.78	347
1308832.TIF	2	0.04	28.24	221.59	404
1308832.TIF	3	0.30	87.81	354.51	622
1308832.TIF	4	0.02	52.40	393.00	640
1308832.TIF	5	0.01	38.06	265.42	523
1308832.TIF	6	0.02	63.82	276.54	424
1308832.TIF	7	0.03	87.30	465.94	1311
1308832.TIF	8	0.00	59.57	566.95	949
1308832.TIF	9	0.02	51.13	310.72	494
1308832.TIF	10	0.03	62.75	244.11	454
1308832.TIF	11	0.02	33.13	124.82	674
1308832.TIF	12	0.01	35.15	292.87	329
1308832.TIF	13	0.01	64.45	341.53	676
1308832.TIF	14	0.01	40.44	323.84	603
1308832.TIF	15	0.08	88.38	622.57	1758
1308832.TIF	16	0.02	50.29	343.89	768
1308832.TIF	17	0.06	34.08	181.14	399
1308832.TIF	18	0.01	44.78	233.59	367
1308832.TIF	19	0.79	88.01	207.46	309
1308832.TIF	20	0.15	154.46	505.82	1268
1308832.TIF	21	0.81	94.37	260.18	382
1308832.TIF	22	0.08	85.43	414.16	733
1308832.TIF	23	0.07	59.44	198.41	558
1308833.TIF	1	0.31	66.06	361.10	919
1308833.TIF	2	0.11	67.36	249.87	772
1308833.TIF	3	0.21	46.39	290.81	490
1308833.TIF	4	0.01	60.43	286.33	448
1308833.TIF	5	0.01	45.13	344.81	487
1308833.TIF	6	0.07	43.37	198.05	359
1308833.TIF	7	0.06	29.27	158.85	472
1308833.TIF	8	0.02	35.38	203.54	316
1308833.TIF	9	0.11	43.62	182.36	326
1308833.TIF	10	0.02	38.42	197.10	349
1308833.TIF	11	0.01	39.83	204.86	437
1308833.TIF	12	0.01	71.29	402.69	802
1308833.TIF	13	0.73	51.63	229.75	568
1308833.TIF	14	0.00	63.79	318.89	403
1308833.TIF	15	0.55	30.21	125.54	355
1308833.TIF	16	0.01	70.87	610.39	884
1308833.TIF	17	0.03	46.44	224.71	395
1308833.TIF	18	0.01	84.36	638.57	1385
1308833.TIF	19	0.01	60.57	313.65	842
1308833.TIF	20	0.97	47.90	264.95	709
1308833.TIF	21	0.03	71.10	611.44	1033
1308833.TIF	22	0.79	35.84	203.97	487
1308833.TIF	23	0.03	39.79	253.82	764
1308833.TIF	24	0.06	79.36	528.94	964
1308833.TIF	25	0.01	24.33	133.97	350
1308833.TIF	26	0.23	45.96	297.75	747
1308833.TIF	27	0.04	59.51	387.94	443
1308833.TIF	28	0.04	38.27	197.42	403
1308834.TIF	1	0.02	48.24	210.20	404
1308834.TIF	2	0.05	57.98	244.92	497
1308834.TIF	3	0.15	57.59	215.77	512
1308834.TIF	4	0.01	72.97	352.76	629
1308834.TIF	5	0.47	158.20	577.69	1531
1308834.TIF	6	0.07	52.61	183.93	418
1308834.TIF	7	0.00	79.82	301.29	792
1308834.TIF	8	0.03	77.83	539.65	909
1308834.TIF	9	0.05	28.72	181.57	305
1308834.TIF	10	0.06	84.35	278.41	541
1308834.TIF	11	0.02	55.00	385.73	655
1308834.TIF	12	0.12	43.42	234.34	464
1308834.TIF	13	0.16	55.88	175.14	363
1308834.TIF	14	0.05	55.02	281.18	1120
1308834.TIF	15	0.14	34.64	128.16	671
1308834.TIF	16	0.91	70.96	559.53	1718
1308834.TIF	17	0.01	64.34	273.82	1552
1308834.TIF	18	0.15	59.96	259.38	967
1308834.TIF	19	0.31	38.05	140.66	604
1308834.TIF	20	0.11	42.12	167.47	778
1308834.TIF	21	0.03	53.21	224.47	649
1308834.TIF	22	0.08	44.25	202.61	393
1308834.TIF	23	0.18	46.80	259.40	686
1308834.TIF	24	0.07	43.80	271.33	846
1308835.TIF	1	0.12	79.20	335.72	766
1308835.TIF	2	0.12	39.26	137.04	355
1308835.TIF	3	0.01	50.98	264.34	378
1308835.TIF	4	0.02	41.05	253.25	305
1308835.TIF	5	0.22	36.73	175.51	812
1308835.TIF	6	0.01	48.31	208.78	383
1308835.TIF	7	0.02	35.53	199.02	314
1308835.TIF	8	0.01	42.51	240.19	313
1308835.TIF	9	0.05	30.06	160.06	385
1308835.TIF	10	0.07	41.35	218.68	348
1308835.TIF	11	0.32	31.58	97.08	313
1308835.TIF	12	0.07	36.14	219.30	517
1308835.TIF	13	0.01	40.34	256.20	354
1308835.TIF	14	0.02	32.81	165.30	315
1308835.TIF	15	0.01	62.75	288.91	753
1308835.TIF	16	0.20	69.28	426.17	709
1308835.TIF	17	0.01	48.33	232.92	384
1308835.TIF	18	0.96	54.37	303.88	1018
1308835.TIF	19	0.16	47.80	208.00	306
1308835.TIF	20	0.22	59.95	199.60	461
1308835.TIF	21	0.04	58.02	320.70	730
1308835.TIF	22	0.05	38.63	234.25	456
1308835.TIF	23	0.16	83.64	526.49	1286
1308835.TIF	24	0.27	51.47	168.13	634
1308835.TIF	25	0.01	31.74	204.10	361
1308835.TIF	26	0.15	31.52	123.04	405
1308835.TIF	27	0.04	58.82	396.97	969
1308835.TIF	28	0.03	53.90	265.32	927
1308835.TIF	29	0.02	34.95	248.95	419
1308835.TIF	30	0.03	32.14	239.85	324
1308836.TIF	1	0.08	36.06	145.33	327
1308836.TIF	2	0.28	26.03	148.17	324
1308836.TIF	3	0.80	42.70	194.35	573
1308836.TIF	4	0.07	36.40	121.52	305
1308836.TIF	5	0.26	70.75	420.97	1229
1308836.TIF	6	0.05	38.45	228.74	359
1308836.TIF	7	0.04	72.35	447.78	1350
1308836.TIF	8	0.06	60.16	268.92	708
1308836.TIF	9	0.05	40.78	200.41	539
1308836.TIF	10	0.04	88.60	502.78	1733
1308836.TIF	11	0.03	46.12	256.16	408
1308836.TIF	12	0.02	33.19	150.16	300
1308836.TIF	13	0.04	47.54	173.42	1002
1308836.TIF	14	0.01	40.88	236.16	456
1308836.TIF	15	0.09	76.20	296.95	584
1308836.TIF	16	0.06	34.35	235.65	392
1308836.TIF	17	0.17	63.42	354.93	729
1308836.TIF	18	0.01	44.22	285.56	623
1308836.TIF	19	0.01	39.63	175.93	345
1308836.TIF	20	0.14	30.52	192.05	386
1308836.TIF	21	0.94	51.27	263.92	619
1308836.TIF	22	0.91	55.73	347.88	963
1308836.TIF	23	0.08	84.90	281.50	1351
1308836.TIF	24	0.01	62.63	232.45	782
1308836.TIF	25	0.03	49.77	172.68	310
1308836.TIF	26	0.02	56.26	420.84	780
1308836.TIF	27	0.05	33.67	157.07	393
1308836.TIF	28	0.00	31.29	212.01	316
1308836.TIF	29	0.02	36.99	179.66	414
1308836.TIF	30	0.16	34.19	152.64	526
1308836.TIF	31	0.77	49.37	261.67	1090
1308836.TIF	32	0.02	58.31	273.08	536
1308836.TIF	33	0.04	42.09	281.17	953
1308836.TIF	34	0.03	49.14	209.07	406
1308836.TIF	35	0.04	55.75	375.98	968
1308836.TIF	36	0.09	42.12	200.21	440
1308837.TIF	1	0.01	45.52	176.70	1061
1308837.TIF	2	0.04	43.31	211.37	321
1308837.TIF	3	0.02	39.83	212.01	418
1308837.TIF	4	0.03	40.40	286.08	834
1308837.TIF	5	0.34	50.15	274.20	734
1308837.TIF	6	0.01	69.24	306.22	626
1308837.TIF	7	0.92	48.56	282.81	679
1308837.TIF	8	0.06	46.23	214.22	382
1308837.TIF	9	0.02	87.65	641.63	2732
1308837.TIF	10	0.03	34.79	204.16	455
1308837.TIF	11	0.04	59.97	288.72	790
1308837.TIF	12	0.54	52.64	245.87	605
1308837.TIF	13	0.02	28.82	105.98	438
1308837.TIF	14	0.04	42.07	197.63	546
1308837.TIF	15	0.88	45.86	120.71	324
1308837.TIF	16	0.06	36.42	144.06	302
1308837.TIF	17	0.03	43.37	238.83	889
1308837.TIF	18	0.03	39.22	160.58	408
1308837.TIF	19	0.02	71.83	300.13	551
1308837.TIF	20	0.66	102.86	302.92	573
1308837.TIF	21	0.02	37.47	201.13	351
1308837.TIF	22	0.08	48.68	169.99	396
1308837.TIF	23	0.01	76.33	456.90	870
1308837.TIF	24	0.01	73.84	474.96	1231
1308837.TIF	25	0.03	49.05	132.42	432
1308837.TIF	26	0.01	57.13	244.66	570
1308837.TIF	27	0.00	83.89	395.34	785
1308837.TIF	28	0.31	40.52	261.50	623
1308837.TIF	29	0.05	61.30	371.82	957
1308837.TIF	30	0.46	38.45	219.28	496
1308837.TIF	31	0.04	39.02	192.23	962
1308837.TIF	32	0.14	63.07	214.01	835
1308838.TIF	1	0.08	88.15	503.50	1261
1308838.TIF	2	0.05	45.98	293.45	514
1308838.TIF	3	0.09	37.95	188.34	350
1308838.TIF	4	0.07	34.11	125.83	403
1308838.TIF	5	0.05	30.05	151.82	321
1308838.TIF	6	0.06	30.74	157.71	341
1308838.TIF	7	0.04	109.75	426.47	992
1308838.TIF	8	0.08	38.59	125.30	356
1308838.TIF	9	0.06	207.97	607.71	1544
1308838.TIF	10	0.04	28.10	149.79	399
1308838.TIF	11	0.07	47.09	262.04	572
1308838.TIF	12	0.01	39.64	176.71	336
1308838.TIF	13	0.03	40.88	160.68	359
1308838.TIF	14	0.13	39.02	207.09	541
1308838.TIF	15	0.05	49.03	198.25	531
1308838.TIF	16	0.03	45.27	200.92	1042
1308838.TIF	17	0.01	36.82	224.90	327
1308838.TIF	18	0.03	36.13	220.30	669
1308838.TIF	19	0.23	49.85	356.27	853
1308838.TIF	20	0.09	40.29	195.43	442
1308838.TIF	21	0.08	41.82	236.13	1038
1308838.TIF	22	0.04	132.90	500.30	2007
1308838.TIF	23	0.73	49.50	224.53	970
1308838.TIF	24	0.03	36.79	145.64	337
1308838.TIF	25	0.02	74.29	522.03	1223
1308838.TIF	26	0.98	52.32	333.55	1165
1308838.TIF	27	0.14	36.11	283.49	558
1308838.TIF	28	0.01	46.89	270.78	1152
1308838.TIF	29	0.10	30.87	155.36	385
1308838.TIF	30	0.36	30.48	171.54	431
1308838.TIF	31	0.06	36.36	141.03	336
1308838.TIF	32	0.05	34.19	183.22	309
1308838.TIF	33	0.05	100.19	622.54	1649
1308838.TIF	34	0.10	67.86	312.68	1711
1308838.TIF	35	0.03	33.04	195.87	461
1308838.TIF	36	0.20	40.63	255.10	602
1308838.TIF	37	0.58	41.64	180.75	637
1308838.TIF	38	0.06	31.46	133.73	363
1308838.TIF	39	0.03	37.46	152.00	312
1308838.TIF	40	0.01	45.79	239.92	378
1308838.TIF	41	0.02	51.09	372.54	592
1308839.TIF	1	0.04	51.59	271.09	406
1308839.TIF	2	0.06	38.11	181.27	597
1308839.TIF	3	0.03	34.84	190.95	353
1308839.TIF	4	0.03	84.15	341.26	1110
1308839.TIF	5	0.05	41.66	164.34	358
1308839.TIF	6	0.02	66.02	482.00	958
1308839.TIF	7	0.02	34.88	133.90	644
1308839.TIF	8	0.07	44.00	183.89	488
1308839.TIF	9	0.01	57.75	227.37	407
1308839.TIF	10	0.01	43.57	214.58	545
1308839.TIF	11	0.00	58.13	368.58	774
1308839.TIF	12	0.04	34.43	251.31	674
1308839.TIF	13	0.01	46.54	302.63	461
1308839.TIF	14	0.12	56.41	235.02	575
1308839.TIF	15	0.11	58.34	210.40	386
1308839.TIF	16	0.03	41.12	164.64	723
1308839.TIF	17	0.44	75.66	356.76	1287
1308839.TIF	18	0.09	47.91	346.50	1188
1308839.TIF	19	0.07	30.93	155.83	342
1308839.TIF	20	0.02	36.79	285.34	348
1308839.TIF	21	0.01	75.95	436.87	1588
1308839.TIF	22	0.02	39.35	212.24	535
1308839.TIF	23	0.06	36.24	152.25	492
1308839.TIF	24	0.09	61.24	377.93	622
1308840.TIF	1	0.04	43.24	187.64	516
1308840.TIF	2	0.10	41.97	293.58	408
1308840.TIF	3	0.04	37.59	169.28	535
1308840.TIF	4	0.04	58.78	235.71	336
1308840.TIF	5	0.01	38.41	186.21	318
1308840.TIF	6	0.14	61.62	295.17	843
1308840.TIF	7	0.18	30.55	127.57	525
1308840.TIF	8	0.05	42.34	160.15	358
1308840.TIF	9	0.06	30.38	103.85	354
1308840.TIF	10	0.03	65.36	592.29	1212
1308840.TIF	11	0.29	41.48	202.79	737
1308840.TIF	12	0.72	50.48	316.72	839
1308840.TIF	13	0.01	39.36	235.44	402
1308840.TIF	14	0.03	61.33	506.28	821
1308840.TIF	15	0.03	53.56	251.27	1175
1308840.TIF	16	0.01	23.70	98.30	304
1308840.TIF	17	0.71	46.09	330.76	1095
1308840.TIF	18	0.00	35.63	196.54	376
1308840.TIF	19	0.01	49.00	271.06	700
1308840.TIF	20	0.16	100.56	451.61	1658
1308840.TIF	21	0.03	35.89	214.01	347
1308840.TIF	22	0.05	30.06	206.85	315
1308840.TIF	23	0.09	54.21	179.83	416
1308840.TIF	24	0.02	38.61	287.14	477
1308840.TIF	25	0.18	50.77	261.63	1177
1308840.TIF	26	0.02	39.62	208.68	600
1308840.TIF	27	0.03	59.45	254.79	600
1308840.TIF	28	0.01	58.36	240.38	339
1308840.TIF	29	0.02	30.28	152.00	368
1308840.TIF	30	0.04	62.16	535.02	694
1308840.TIF	31	0.05	71.24	449.80	602
1308840.TIF	32	0.10	37.48	200.54	323
1308841.TIF	1	0.04	99.29	310.14	837
1308841.TIF	2	0.13	32.51	202.82	498
1308841.TIF	3	0.11	41.55	286.53	377
1308841.TIF	4	0.04	38.74	130.52	783
1308841.TIF	5	0.03	29.64	256.36	302
1308841.TIF	6	0.02	43.45	219.66	332
1308841.TIF	7	0.01	34.16	167.17	346
1308841.TIF	8	0.03	63.52	428.49	792
1308841.TIF	9	0.01	41.33	229.64	421
1308841.TIF	10	0.05	39.17	266.78	530
1308841.TIF	11	0.05	35.97	180.20	313
1308841.TIF	12	0.06	52.60	292.78	654
1308841.TIF	13	0.18	71.37	293.48	609
1308841.TIF	14	0.08	32.77	121.31	727
1308841.TIF	15	0.02	34.14	173.06	351
1308841.TIF	16	0.08	26.59	104.89	324
1308841.TIF	17	0.02	32.93	178.31	369
1308841.TIF	18	0.05	54.27	283.07	481
1308841.TIF	19	0.04	48.66	311.96	1005
1308841.TIF	20	0.07	79.80	429.34	1293
1308841.TIF	21	0.26	68.03	321.85	868
1308841.TIF	22	0.43	41.58	214.58	597
1308841.TIF	23	0.02	129.72	753.77	2779
1308841.TIF	24	0.03	60.90	444.63	1052
1308841.TIF	25	0.04	31.96	152.79	302
1308841.TIF	26	0.05	53.88	271.17	427
1308841.TIF	27	0.04	39.11	233.04	337
1308841.TIF	28	0.05	37.51	160.15	444
1308841.TIF	29	0.02	57.89	320.19	349
1308841.TIF	30	0.09	50.09	223.60	538
1308841.TIF	31	0.05	53.77	274.84	470
1308841.TIF	32	0.07	48.18	223.14	420
1308841.TIF	33	0.04	39.91	206.07	414
1308841.TIF	34	0.05	33.30	105.63	410
1308842.TIF	1	0.04	31.79	152.74	310
1308842.TIF	2	0.14	54.83	214.29	468
1308842.TIF	3	0.05	46.87	255.40	377
1308842.TIF	4	0.04	79.26	246.54	2392
1308842.TIF	5	0.03	140.69	486.21	1185
1308842.TIF	6	0.02	62.32	272.13	583
1308842.TIF	7	0.01	48.08	155.36	321
1308842.TIF	8	0.02	41.40	172.93	322
1308842.TIF	9	0.14	55.52	383.88	631
1308842.TIF	10	0.12	42.92	292.55	398
1308842.TIF	11	0.08	29.72	97.99	329
1308842.TIF	12	0.15	37.48	173.59	420
1308843.TIF	1	0.06	25.36	124.23	324
1308843.TIF	2	0.12	43.30	204.06	695
1308843.TIF	3	0.04	44.80	204.29	378
1308843.TIF	4	0.85	39.83	204.31	707
1308843.TIF	5	0.11	33.46	224.59	333
1308843.TIF	6	0.05	30.72	175.13	312
1308843.TIF	7	0.04	38.00	242.63	638
1308843.TIF	8	0.55	40.42	215.66	809
1308843.TIF	9	0.02	34.19	173.87	321
1308843.TIF	10	0.10	36.56	194.82	314
1308843.TIF	11	0.49	53.32	265.74	785
1308843.TIF	12	0.07	45.67	171.48	304
1308843.TIF	13	0.03	47.83	285.16	925
1308843.TIF	14	0.02	35.69	178.05	304
1308843.TIF	15	0.06	60.77	480.97	1287
1308843.TIF	16	0.00	58.42	200.87	407
1308843.TIF	17	0.04	42.35	301.19	424
1308843.TIF	18	0.09	35.47	163.54	321
1308843.TIF	19	0.03	57.98	254.12	602
1308843.TIF	20	0.98	52.78	265.66	1004
1308843.TIF	21	0.06	34.21	133.57	335
1308843.TIF	22	0.04	38.56	212.89	312
1308843.TIF	23	0.02	56.63	256.29	342
1308843.TIF	24	0.02	45.32	199.84	443
1308844.TIF	1	0.04	48.01	307.94	495
1308844.TIF	2	0.07	44.49	215.06	458
1308844.TIF	3	0.05	36.93	117.01	542
1308844.TIF	4	0.03	41.64	247.01	472
1308844.TIF	5	0.01	31.47	160.52	321
1308844.TIF	6	0.10	51.58	271.28	838
1308844.TIF	7	0.02	39.91	220.90	301
1308844.TIF	8	0.65	83.32	382.84	1097
1308844.TIF	9	0.01	49.32	227.69	371
1308844.TIF	10	0.01	76.05	314.37	419
1308844.TIF	11	0.00	42.66	288.43	439
1308844.TIF	12	0.02	41.28	217.29	681
1308844.TIF	13	0.06	57.35	239.51	564
1308844.TIF	14	0.22	78.53	273.59	1283
